ATE,Error_ATE,Error_PEHE,Problem
4.216016,0.498164,6.300872,IHDP 559
3.369394,0.54612,17.460557,IHDP 560
4.330683,0.039154,21.576743,IHDP 561
4.898163,0.841832,10.570484,IHDP 562
3.546638,0.048847,8.594038,IHDP 563
3.382015,0.978807,39.080151,IHDP 564
4.885822,0.098076,7.953368,IHDP 565
4.81859,1.045664,37.141238,IHDP 566
3.622562,0.357051,7.350969,IHDP 567
3.907024,0.101286,1.695496,IHDP 568
5.033784,1.215217,34.386606,IHDP 569
3.922057,0.0572,0.354083,IHDP 570
4.166453,0.343006,0.446341,IHDP 571
4.084237,0.083457,0.804963,IHDP 572
4.054365,0.127915,0.177004,IHDP 573
3.037307,0.099544,126.844094,IHDP 574
8.869713,6.496326,544.925496,IHDP 575
3.959693,0.076068,0.121413,IHDP 576
3.050253,0.093349,92.113913,IHDP 577
3.765867,0.048105,3.429052,IHDP 578
3.996139,0.094217,0.941701,IHDP 579
5.580603,1.605924,22.730587,IHDP 580
3.878686,0.046035,4.625993,IHDP 581
4.439105,0.749389,52.414086,IHDP 582
4.135261,0.096662,1.762227,IHDP 583
4.487806,0.309635,9.815467,IHDP 584
3.978993,0.137172,1.314449,IHDP 585
4.722149,1.05427,12.958959,IHDP 586
4.156268,0.346668,0.680231,IHDP 587
-4.637176,9.118768,5080.093894,IHDP 588
4.243372,0.40878,18.915324,IHDP 589
3.254247,0.074372,8.847993,IHDP 590
5.442333,1.685658,21.747125,IHDP 591
4.534311,0.452628,0.924869,IHDP 592
4.080917,0.4135,0.297049,IHDP 593
2.636799,0.593161,96.113812,IHDP 594
3.633806,0.360981,12.910004,IHDP 595
4.373752,0.4794,3.585263,IHDP 596
4.037209,0.106925,1.869424,IHDP 597
4.01534,0.196929,2.736717,IHDP 598
3.889182,0.06411,0.325685,IHDP 599
5.826061,1.476513,100.209829,IHDP 600
4.807439,0.631083,7.143722,IHDP 601
3.696565,0.080307,14.734523,IHDP 602
4.086471,0.248467,0.476335,IHDP 603
4.233245,0.136715,5.678625,IHDP 604
3.930943,0.031708,1.138647,IHDP 605
3.928041,0.089575,3.299517,IHDP 606
3.897389,0.08861,0.251881,IHDP 607
6.287421,1.915839,36.097537,IHDP 608
3.971515,0.014686,4.963097,IHDP 609
3.98038,0.206887,1.138057,IHDP 610
4.054829,0.214908,0.90315,IHDP 611
5.114136,1.064136,10.457101,IHDP 612
3.428223,0.85827,60.455217,IHDP 613
3.938097,0.062323,0.413503,IHDP 614
4.299617,0.416174,1.328855,IHDP 615
5.002321,0.716567,12.197269,IHDP 616
4.204315,0.506941,0.414288,IHDP 617
1.516835,2.387369,1272.944133,IHDP 618
4.33635,0.388681,3.630693,IHDP 619
3.874284,0.076323,0.407633,IHDP 620
2.123021,0.375215,151.310289,IHDP 621
3.932839,0.047252,0.42667,IHDP 622
4.588096,1.562336,87.389545,IHDP 623
3.510881,0.358486,4.995981,IHDP 624
4.290535,0.368886,10.950518,IHDP 625
2.790944,0.175254,116.581076,IHDP 626
4.221297,0.887211,47.226604,IHDP 627
4.03544,0.152179,1.481967,IHDP 628
